make,type,transmission,fuel,fuel_comb,emissions,engine(l),cylinder
toyota,pickup,manual,x,12.7,300,3.5,6
cadillac,full_size,automatic_shift,x,11,259,3.6,6
jaguar,full_size,automatic_shift,z,11.7,275,3,6
kia,suv,automatic_shift,x,11.1,261,3.3,6
hyundai,suv,automatic_shift,x,7.9,186,2,4
toyota,suv,automatic_shift,x,16.6,382,5.7,8
volkswagen,suv,manual,z,11.2,258,2,4
porsche,compact,manual,z,10.9,257,3.4,6
ford,compact,manual,z,14.6,341,5.2,8
lexus,suv,automatic_shift,z,13.9,320,4.6,8
buick,suv,automatic,z,10.6,248,2,4
kia,mid_size,automated_manual,x,6.3,147,2.4,4
kia,compact,manual,x,9.2,216,1.6,4
honda,two_seater,manual,x,6.8,159,1.5,4
jeep,suv,manual,x,12.8,299,3.6,6
mini,two_seater,automatic,z,8.3,191,1.6,4
ford,suv,continuously_variable,x,5.9,139,2.5,4
cadillac,compact,automatic_shift,z,10.2,238,2.7,4
audi,compact,automated_manual,z,9.1,209,2,4
audi,mid_size,automatic_shift,z,9.9,232,3,6
chevrolet,full_size,automatic_shift,x,8.7,200,2.4,4
audi,mid_size,automated_manual,z,9.7,224,3,6
bmw,full_size,automatic,z,12.7,292,4.4,8
kia,van_wagon,automated_manual,x,4.8,114,1.6,4
volkswagen,compact,manual,x,8.5,198,2,4
buick,suv,automatic,x,10,234,2.5,4
dodge,full_size,automatic,e,14.2,234,3.6,6
lexus,compact,automatic_shift,z,12.6,294,5,8
hyundai,full_size,automated_manual,x,4.3,104,1.6,4
ford,full_size,automatic_shift,x,12.5,294,3.5,6
bmw,full_size,automatic_shift,z,12.4,290,4.4,8
bmw,compact,automated_manual,z,12.1,284,3,6
ford,mid_size,manual,z,10.9,256,2.3,4
nissan,pickup,automatic,x,12.7,299,4,6
gmc,suv,automatic,x,12.3,283,3.6,6
mercedes_benz,two_seater,automatic_shift,z,12.3,289,4.7,8
chevrolet,suv,automatic,x,9.4,221,2.4,4
hyundai,mid_size,manual,x,8.7,204,2,4
volkswagen,suv,automatic_shift,z,11.2,263,2,4
volkswagen,mid_size,automatic_shift,x,8.7,205,2,4
toyota,pickup,automatic_shift,x,16.3,382,5.7,8
mercedes_benz,van_wagon,automatic,z,12.7,299,4,8
mercedes_benz,compact,automatic,z,9.4,219,2,4
ford,mid_size,automatic_shift,x,8.9,209,2.5,4
honda,suv,automatic,x,9.1,209,2.4,4
dodge,suv,automatic,x,12.1,284,3.6,6
cadillac,compact,manual,z,12.6,295,3.6,6
nissan,van_wagon,continuously_variable,x,8.2,196,2,4
chevrolet,compact,manual,x,11.8,277,3.6,6
toyota,suv,automatic_shift,x,10.4,239,2.7,4
mercedes_benz,compact,automatic_shift,z,12.3,283,4.7,8
porsche,suv,automatic,z,12.8,300,3.6,6
dodge,van_wagon,automatic,x,11.8,276,3.6,6
dodge,mid_size,manual,x,8.8,202,2.4,4
chevrolet,suv,automatic,x,13.2,310,5.3,8
gmc,suv,automatic,d,7.4,198,1.6,4
volkswagen,compact,automatic,d,7.4,200,2,4
mini,compact,manual,z,8.7,203,2,4
chevrolet,compact,automatic,d,6.5,175,1.6,4
gmc,suv,automatic,e,17.2,285,5.3,8
hyundai,full_size,automatic_shift,x,9.2,216,2,4
infiniti,mid_size,automatic_shift,z,7.8,184,3.5,6
chevrolet,mid_size,automatic_shift,x,8.3,191,1.8,4
ford,compact,automated_manual,x,7.7,177,2,4
hyundai,suv,automatic_shift,x,11.5,269,3.3,6
toyota,mid_size,continuously_variable,x,4.5,106,1.8,4
bmw,suv,automatic_shift,z,11.5,269,3,6
chevrolet,pickup,automatic,x,11.7,274,3.6,6
toyota,van_wagon,automatic_shift,x,10.9,255,3.5,6
mercedes_benz,full_size,automatic,z,14.7,356,6,12
volkswagen,compact,automated_manual,x,8.5,198,2,4
chevrolet,compact,manual,x,11.5,265,3.6,6
bmw,two_seater,manual,z,9,207,2,4
bmw,compact,manual,z,14,317,4.4,8
kia,suv,automatic_shift,x,10.4,247,2.4,4
dodge,suv,automatic,x,12.4,292,3.6,6
dodge,full_size,automatic,x,10.9,251,3.6,6
mercedes_benz,compact,automatic_shift,z,10.5,242,3.5,6
mazda,suv,automatic_shift,x,9.6,225,2.5,4
mercedes_benz,mid_size,automatic,z,10.4,246,3,6
jaguar,two_seater,automatic_shift,z,10.8,254,3,6
audi,van_wagon,automated_manual,z,9.3,217,2,4
buick,compact,automatic_shift,x,9.7,226,2.4,4
lexus,suv,automatic_shift,x,10.7,251,3.5,6
cadillac,suv,automatic_shift,x,10.5,245,3.6,6
cadillac,suv,automatic_shift,z,8.9,209,2,4
mercedes_benz,suv,automatic,z,10,235,2,4
mercedes_benz,compact,automatic,z,11.1,255,3,6
bmw,compact,automatic_shift,z,9,209,2,4
ford,full_size,automatic_shift,x,11.2,260,3.5,6
lexus,mid_size,automatic_shift,x,7.2,168,2,4
mercedes_benz,two_seater,automatic_shift,z,9.8,225,3.5,6
lexus,mid_size,continuously_variable,z,7.6,175,3.5,6
chevrolet,compact,continuously_variable,x,7.1,167,1.4,4
kia,full_size,automatic_shift,x,9.7,223,1.6,4
jeep,suv,automatic,z,15.7,368,6.4,8
kia,van_wagon,automated_manual,x,5.4,129,1.6,4
subaru,suv,continuously_variable,x,10.5,247,3.6,6
chevrolet,mid_size,manual,x,7.8,182,1.4,4
bmw,compact,manual,z,9,207,2,4
chevrolet,pickup,automatic,x,12.7,307,5.3,8
chevrolet,compact,manual,z,12.2,284,6.2,8
chevrolet,pickup,automatic,x,14.1,331,4.3,6
honda,van_wagon,manual,x,7.4,174,1.5,4
jeep,suv,automatic,x,9.3,218,2.4,4
porsche,full_size,automated_manual,z,11.7,273,2.9,6
porsche,two_seater,automated_manual,z,14,322,3.8,6
cadillac,compact,automatic_shift,x,10.8,248,3.6,6
chevrolet,pickup,automatic,d,10.4,280,2.8,4
kia,van_wagon,automated_manual,x,4.7,110,1.6,4
kia,mid_size,manual,x,8.5,196,2,4
porsche,full_size,automated_manual,z,11.3,260,3,6
mercedes_benz,compact,automatic_shift,z,11.7,277,4.7,8
gmc,suv,automatic,x,13.4,314,5.3,8
toyota,suv,automatic_shift,x,7.8,183,2.5,4
jeep,suv,continuously_variable,x,11.2,255,2.4,4
subaru,suv,continuously_variable,z,9.3,222,2,4
mercedes_benz,suv,automatic,z,12.1,282,3,6
porsche,compact,manual,z,10.8,255,3.8,6
chevrolet,pickup,automatic,x,12.4,290,5.3,8
mercedes_benz,compact,automatic_shift,z,7.8,179,2,4
chevrolet,mid_size,automatic_shift,x,8.8,202,1.8,4
volvo,compact,automatic_shift,x,10.1,233,2.5,5
audi,suv,automated_manual,z,11.5,270,3,6
porsche,compact,manual,z,11.4,262,3.8,6
jeep,suv,automatic,x,12.1,278,3.6,6
lexus,mid_size,automatic_shift,z,10.8,254,3.5,6
chevrolet,suv,automatic,d,7.4,199,1.6,4
bmw,compact,manual,z,13.7,321,4.4,8
audi,compact,manual,z,12.4,285,3,6
ford,compact,manual,x,8.1,191,1.6,4
jaguar,two_seater,automatic_shift,z,10.8,253,3,6
chevrolet,suv,automatic,e,14.2,236,2.4,4
buick,mid_size,automatic_shift,x,8.2,189,2.4,4
nissan,pickup,automatic,x,12.3,290,2.5,4
ford,full_size,automatic_shift,x,12.2,291,3.5,6
gmc,suv,automatic,x,13,305,5.3,8
chevrolet,compact,manual,z,12.7,292,6.2,8
nissan,compact,automated_manual,z,12.6,290,3.8,6
audi,compact,automatic_shift,z,10.4,237,2,4
nissan,two_seater,automatic_shift,z,11.5,270,3.7,6
kia,mid_size,manual,x,7.8,182,1.8,4
jeep,suv,automatic,x,9.3,218,2.4,4
subaru,van_wagon,continuously_variable,x,7.8,179,2,4
ford,other,automatic_shift,e,14.2,234,2.5,4
ford,other,automatic_shift,e,12.5,208,2,4
lexus,suv,automatic_shift,x,10.8,252,3.5,6
chevrolet,suv,automatic,x,13.8,317,5.3,8
jeep,suv,automatic,x,9.5,222,2.4,4
chevrolet,compact,manual,z,14.8,340,6.2,8
gmc,suv,automatic,x,10.2,239,2.5,4
audi,compact,manual,z,11.7,273,3,6
jaguar,mid_size,automatic_shift,z,10.4,243,3,6
toyota,pickup,manual,x,11.8,271,2.7,4
volvo,compact,automatic_shift,x,10.3,239,2.5,5
mazda,compact,manual,x,7,165,2,4
volkswagen,compact,manual,x,8,184,1.8,4
chevrolet,suv,automatic,x,10.1,237,2.4,4
chevrolet,compact,automatic_shift,z,15.6,367,6.2,8
volvo,compact,automatic_shift,x,8.2,193,2,4
toyota,suv,automatic_shift,x,10.3,243,3.5,6
porsche,suv,automatic,z,14.2,334,4.8,8
chevrolet,suv,automatic,x,13,299,5.3,8
porsche,full_size,automated_manual,z,12.8,294,4.8,8
mini,van_wagon,manual,z,9.1,214,1.5,3
ford,compact,automatic_shift,x,7,161,1.6,4
toyota,mid_size,continuously_variable,x,6.8,160,1.8,4
dodge,suv,automatic,x,12.1,278,3.6,6
porsche,compact,automated_manual,z,11.7,274,3.8,6
toyota,pickup,automatic_shift,x,11.2,263,2.7,4
mercedes_benz,suv,automatic_shift,z,15.6,359,5.5,8
honda,van_wagon,manual,x,7.2,168,1.5,4
ford,suv,automatic_shift,x,12.2,293,3.5,6
jeep,suv,manual,x,9.4,216,2.4,4
ford,pickup,automatic_shift,x,13,304,3.5,6
jaguar,two_seater,automatic_shift,z,10.6,244,3,6
mercedes_benz,van_wagon,automatic,z,9.3,221,2,4
nissan,mid_size,manual,x,7.9,182,1.8,4
ford,van_wagon,automatic_shift,x,14.6,344,3.5,6
kia,full_size,automatic_shift,x,9.7,228,1.6,4
chevrolet,mid_size,automatic,x,7.8,182,1.5,4
infiniti,mid_size,automatic_shift,z,10.8,253,3.7,6
subaru,compact,continuously_variable,z,11.2,255,2,4
ford,suv,automatic_shift,x,9.8,228,2,4
kia,van_wagon,automatic_shift,x,8.7,205,1.6,4
bmw,suv,automatic_shift,z,10.2,235,2,4
ford,pickup,automatic_shift,d,9.9,266,3,6
jeep,suv,manual,x,9,211,2.4,4
hyundai,suv,automatic_shift,x,10,240,2,4
mini,compact,automatic_shift,z,7.7,177,1.6,4
mercedes_benz,van_wagon,automatic,z,9.5,222,2,4
dodge,mid_size,manual,z,14,325,6.4,8
toyota,pickup,automatic_shift,x,16.2,378,5.7,8
ford,suv,automatic_shift,x,12.7,298,3.5,6
volkswagen,compact,automatic,x,10.1,232,2.5,5
porsche,two_seater,manual,z,10.4,245,3.4,6
gmc,suv,automatic,x,13.7,323,3.6,6
cadillac,full_size,automatic_shift,z,11.2,263,3,6
mercedes_benz,compact,automatic_shift,z,10.5,242,3.5,6
chevrolet,suv,automatic_shift,x,9,207,1.4,4
lexus,suv,automatic_shift,x,11.7,269,3.5,6
dodge,full_size,automatic,x,11.2,258,3.6,6
audi,compact,automated_manual,z,10.5,245,2.5,5
bmw,suv,automatic_shift,d,8.7,235,3,6
dodge,mid_size,automated_manual,x,7.3,168,1.4,4
kia,full_size,automatic_shift,x,10.7,246,3.3,6
volvo,van_wagon,automatic_shift,z,8.7,204,2,4
nissan,mid_size,manual,z,8.7,204,1.6,4
toyota,compact,manual,z,9.9,232,2,4
mercedes_benz,suv,automatic_shift,z,15.2,363,5.5,8
infiniti,mid_size,automatic_shift,z,10.9,257,3,6
volkswagen,compact,automatic,z,9.3,214,2,4
mercedes_benz,suv,automatic,z,11.7,272,3,6
lexus,mid_size,automatic_shift,z,10.8,257,3.5,6
ford,suv,automatic_shift,x,13.7,322,3.5,6
buick,suv,automatic,x,13.4,315,3.6,6
porsche,suv,automatic,z,12.3,287,3,6
bmw,compact,automatic_shift,z,8.5,200,2,4
ford,compact,automatic_shift,x,12.3,289,5,8
chevrolet,mid_size,automatic,x,7.7,177,1.4,4
gmc,pickup,automatic,z,13.8,323,6.2,8
ford,suv,automatic_shift,x,13,305,3.5,6
kia,suv,automatic_shift,x,9.3,220,2.4,4
lexus,compact,automatic_shift,z,9,214,2,4
nissan,suv,continuously_variable,x,11,253,3.5,6
bmw,compact,manual,z,13.8,324,4.4,8
cadillac,full_size,automatic_shift,z,9.5,223,2,4
hyundai,full_size,automatic_shift,x,8.2,200,2,4
gmc,suv,automatic,x,14,317,5.3,8
subaru,suv,continuously_variable,x,8.5,198,2.5,4
bmw,compact,automatic_shift,z,12.2,286,4.4,8
subaru,suv,continuously_variable,x,10.4,244,2.4,4
lexus,compact,automatic_shift,z,10.8,254,3.5,6
lexus,suv,continuously_variable,x,7.4,176,2.5,4
chevrolet,suv,automatic,x,13.2,310,5.3,8
bmw,compact,manual,z,11.7,273,3,6
porsche,full_size,automated_manual,z,12.8,300,4.8,8
audi,compact,automated_manual,x,9.3,224,2,4
infiniti,suv,continuously_variable,z,10.1,232,3.5,6
ford,pickup,automatic_shift,x,13.8,324,5,8
chevrolet,pickup,automatic,x,12.5,294,4.3,6
kia,van_wagon,manual,x,9.3,214,2,4
nissan,mid_size,manual,z,8.7,204,1.6,4
dodge,full_size,automatic,z,14.5,339,6.2,8
dodge,two_seater,manual,z,15.6,364,8.4,10
dodge,mid_size,automatic,z,12.7,297,6.4,8
kia,full_size,automatic,x,10.9,251,3.3,6
porsche,compact,manual,z,10.4,246,3,6
toyota,pickup,automatic_shift,x,15.5,356,5.7,8
kia,van_wagon,automatic_shift,x,8.7,205,1.6,4
audi,compact,automatic_shift,z,10.3,241,2,4
audi,mid_size,automatic_shift,z,13.3,313,4,8
jaguar,two_seater,manual,z,12.9,302,3,6
honda,van_wagon,continuously_variable,x,7,166,1.5,4
gmc,suv,automatic,x,9,210,1.5,4
nissan,van_wagon,continuously_variable,z,8.2,194,1.6,4
audi,compact,automated_manual,x,8.6,201,2,4
volkswagen,compact,manual,x,8.7,200,1.8,4
honda,pickup,automatic,x,13.4,308,3.5,6
dodge,mid_size,automatic,x,10.3,242,3.6,6
dodge,full_size,automatic,x,11.6,271,3.6,6
chevrolet,suv,automatic_shift,x,8.7,200,1.4,4
mercedes_benz,two_seater,automatic,z,10.4,241,3,6
bmw,compact,automatic,z,9.9,228,3,6
porsche,suv,automatic,z,11.7,281,3.6,6
kia,suv,automatic_shift,x,10.4,239,2.4,4
dodge,suv,automatic,x,14.1,331,5.7,8
audi,mid_size,automatic_shift,z,13.1,309,4,8
volvo,van_wagon,automatic_shift,x,8.3,193,2,4
kia,van_wagon,automated_manual,x,8.5,199,1.6,4
ford,compact,manual,x,7.6,175,1.6,4
mercedes_benz,compact,automated_manual,z,8.2,193,2,4
chevrolet,pickup,automatic,z,13.7,321,6.2,8
mercedes_benz,two_seater,automatic_shift,z,15.6,361,6.2,8
mercedes_benz,van_wagon,automatic_shift,z,9.4,216,2,4
ford,suv,automatic_shift,x,13.1,308,3.5,6
mazda,van_wagon,automatic_shift,x,9.6,221,2.5,4
kia,van_wagon,automatic_shift,x,11.6,275,3.3,6
ford,compact,manual,e,10.8,179,2,4
audi,compact,automated_manual,x,8,188,2,4
cadillac,mid_size,automatic_shift,x,11.2,258,3.6,6
toyota,van_wagon,automatic_shift,x,11.4,262,3.5,6
bmw,suv,automatic,z,9.1,209,2,4
ford,pickup,automatic_shift,x,12.3,288,3.5,6
chevrolet,pickup,automatic,x,11.1,262,2.7,4
cadillac,van_wagon,manual,z,14.7,340,6.2,8
kia,mid_size,automatic_shift,z,11.3,265,3.3,6
porsche,full_size,automated_manual,z,10.7,249,2.9,6
honda,van_wagon,continuously_variable,x,6.5,151,1.5,4
jeep,suv,automatic,x,10.2,235,2.4,4
chevrolet,pickup,automatic,x,11.3,265,2.5,4
lexus,compact,continuously_variable,x,6,140,2,4
ford,suv,automatic_shift,x,12.7,298,3.5,6
jeep,suv,automatic,x,9.5,222,2.4,4
honda,suv,automatic,x,12,276,3.5,6
audi,compact,automated_manual,d,6.5,177,2,4
chevrolet,suv,automatic,x,13.4,314,5.3,8
chevrolet,compact,automatic_shift,x,8.2,191,1.8,4
gmc,suv,automatic,x,13.2,310,5.3,8
ford,compact,automatic,x,10,235,3.7,6
ford,compact,automated_manual,e,10.6,177,2,4
subaru,compact,continuously_variable,z,11.5,263,2,4
audi,compact,automated_manual,z,8.8,204,2,4
hyundai,mid_size,manual,x,9.4,221,1.6,4
cadillac,mid_size,automatic_shift,z,9.5,222,2,4
ford,compact,automatic,x,11.5,264,5,8
lexus,compact,automatic_shift,z,11,258,3.5,6
mercedes_benz,compact,automatic_shift,z,11.7,273,4,8
infiniti,suv,automatic_shift,z,15.1,354,5.6,8
ford,pickup,automatic_shift,x,13.3,306,5,8
chevrolet,suv,automatic_shift,x,8.8,205,1.4,4
jaguar,two_seater,automatic_shift,z,10.8,253,3,6
honda,pickup,automatic,x,11.3,264,3.5,6
nissan,compact,manual,x,7.7,182,1.6,4
jaguar,two_seater,automatic_shift,z,10.3,237,3,6
toyota,suv,automatic_shift,x,9.5,222,2.5,4
porsche,two_seater,manual,z,10.4,239,3.4,6
mazda,mid_size,manual,x,8.1,186,2.5,4
lexus,mid_size,automatic_shift,z,11,253,3.5,6
bmw,mid_size,automatic_shift,z,8.9,208,2,4
mazda,mid_size,automatic_shift,x,8.7,204,2.5,4
bmw,compact,automated_manual,z,12.6,294,3,6
audi,compact,automatic_shift,z,10.4,242,2,4
lexus,compact,automatic_shift,z,10.6,246,3.5,6
mercedes_benz,compact,automatic_shift,z,10.4,239,3.5,6
ford,pickup,automatic,e,16.8,269,3.5,6
hyundai,compact,manual,x,7.6,176,1.6,4
mercedes_benz,compact,automatic,z,9.5,221,2,4
kia,full_size,automatic_shift,z,13.3,306,5,8
honda,full_size,continuously_variable,x,7.2,170,1.5,4
chevrolet,suv,automatic,x,14.3,336,5.3,8
mazda,compact,automatic_shift,x,7.8,182,2.5,4
kia,mid_size,manual,x,8.3,195,2,4
chevrolet,other,continuously_variable,x,9.4,220,2,4
kia,van_wagon,automatic_shift,x,11.5,271,3.3,6
chevrolet,mid_size,automatic,d,6.6,178,1.6,4
jeep,suv,manual,x,9.3,218,2.4,4
buick,mid_size,automatic_shift,z,9.1,214,2,4
porsche,suv,automatic,z,12.1,281,3.6,6
toyota,suv,automatic_shift,x,8.8,205,2.5,4
audi,suv,automatic_shift,z,12.7,296,3,6
mini,two_seater,manual,z,8,186,1.6,4
volvo,van_wagon,automatic_shift,x,9.7,226,2,4
audi,compact,automated_manual,z,11.4,266,3,6
nissan,two_seater,automatic_shift,z,11.1,255,3.7,6
porsche,two_seater,manual,z,11,257,2.5,4
audi,compact,automatic,z,11.6,267,3,6
porsche,two_seater,automated_manual,z,9.5,222,3.4,6
chevrolet,pickup,automatic,x,11.3,266,2.5,4
gmc,suv,automatic,x,14,317,5.3,8
kia,suv,automatic_shift,x,11,261,2,4
mazda,mid_size,manual,x,8.4,198,2.5,4
toyota,mid_size,continuously_variable,x,7.5,178,1.8,4
mercedes_benz,mid_size,automatic,z,13.3,313,4,8
chevrolet,mid_size,continuously_variable,x,7.5,174,1.5,4
dodge,full_size,automatic,x,10.3,237,3.6,6
cadillac,suv,automatic_shift,x,10.4,250,3.6,6
hyundai,suv,automatic,x,11.2,258,3.3,6
volvo,suv,automatic_shift,z,9.7,226,2,4
cadillac,van_wagon,automatic_shift,x,11.2,260,3.6,6
audi,suv,automatic_shift,d,10.7,290,3,6
buick,mid_size,automatic_shift,z,10.7,252,2,4
jeep,suv,automatic,x,9.8,230,2.4,4
porsche,suv,automatic,z,12.1,281,3.6,6
dodge,full_size,automatic,e,15.6,268,3.6,6
mercedes_benz,two_seater,automatic,z,8.8,205,2,4
ford,pickup,automatic_shift,x,11.3,265,2.7,6
toyota,suv,automatic_shift,x,9,212,2.5,4
dodge,full_size,automatic,x,11,258,3.6,6
bmw,compact,automatic_shift,z,10,233,3,6
cadillac,compact,automatic_shift,z,9.3,217,2,4
lexus,mid_size,automatic_shift,z,12.9,303,4.6,8
audi,two_seater,automatic,z,14.7,347,5.2,10
volkswagen,compact,automatic_shift,x,11.8,277,3.6,6
ford,pickup,automatic_shift,e,17.4,288,5,8
mercedes_benz,mid_size,automated_manual,z,8.4,196,2,4
jaguar,two_seater,automatic_shift,z,13.3,311,5,8
bmw,compact,automated_manual,z,14.7,343,4.4,8
hyundai,mid_size,automatic_shift,x,5.7,137,2,4
cadillac,compact,automatic_shift,z,9.5,222,2,4
toyota,mid_size,continuously_variable,x,7.5,174,1.8,4
toyota,suv,automatic_shift,x,10.3,243,3.5,6
subaru,compact,manual,z,11.2,258,2.5,4
nissan,suv,continuously_variable,x,10.4,245,3.5,6
chevrolet,compact,automatic_shift,z,11.7,273,6.2,8
porsche,full_size,automated_manual,z,10.7,250,3,6
volkswagen,compact,manual,x,8.9,208,2,4
kia,suv,automatic_shift,x,9.6,225,2.4,4
buick,mid_size,automatic_shift,x,8.2,192,2.5,4
chevrolet,suv,automatic,e,17.5,298,5.3,8
audi,suv,automatic_shift,z,12.2,285,3,6
bmw,compact,manual,z,9,210,2,4
hyundai,full_size,automatic_shift,x,9.1,214,2,4
mini,compact,manual,z,8.5,196,1.6,4
mazda,van_wagon,manual,x,9.7,225,2.5,4
bmw,compact,automatic_shift,z,9.4,219,2,4
nissan,van_wagon,continuously_variable,x,10.5,242,3.5,6
kia,mid_size,automatic_shift,x,9.9,228,2,4
subaru,compact,manual,z,9.8,225,2,4
hyundai,compact,manual,x,7.3,173,1.6,4
chevrolet,pickup,automatic,x,12.2,286,3.6,6
chevrolet,suv,automatic,x,13.3,310,5.3,8
infiniti,mid_size,automatic_shift,z,12.7,300,5.6,8
jeep,suv,manual,x,9.3,219,2.4,4
chevrolet,suv,automatic,x,13.2,310,5.3,8
volkswagen,van_wagon,automatic_shift,x,7.6,178,1.4,4
gmc,van_wagon,automatic,e,21.5,344,5.3,8
chevrolet,compact,manual,z,12.6,296,6.2,8
mazda,compact,automatic_shift,x,7.8,183,2.5,4
ford,compact,manual,x,11.5,271,3.7,6
nissan,pickup,automatic_shift,x,14.1,331,5.6,8
lexus,compact,automatic_shift,z,12.6,289,5,8
porsche,compact,automated_manual,z,9.8,228,3,6
gmc,suv,automatic,x,13.3,306,5.3,8
gmc,pickup,automatic,z,14.2,332,6.2,8
mazda,mid_size,automatic_shift,x,7.3,168,2.5,4
chevrolet,two_seater,manual,z,11.9,278,6.2,8
bmw,two_seater,manual,z,11,253,3,6
mini,mid_size,manual,z,9.7,227,2,4
honda,suv,automatic_shift,x,11.3,265,3.5,6
buick,mid_size,automatic_shift,x,8.2,189,2.4,4
chevrolet,suv,automatic,z,9.7,228,2,4
nissan,van_wagon,continuously_variable,z,7.9,186,1.6,4
chevrolet,pickup,automatic,x,10.8,253,2.5,4
dodge,full_size,automatic,x,11.6,271,3.6,6
toyota,compact,continuously_variable,x,5.1,120,1.5,4
mercedes_benz,compact,automatic_shift,z,11.7,268,4,8
bmw,suv,automatic_shift,z,10.3,241,3,6
chevrolet,compact,automatic_shift,x,10.6,248,3.6,6
honda,compact,continuously_variable,x,7.5,176,2,4
infiniti,mid_size,automatic_shift,z,10.8,248,3.7,6
volkswagen,compact,automatic_shift,x,7,162,1.4,4
volvo,compact,automatic_shift,z,9.5,221,2,4
jeep,suv,automatic,x,10,240,2.4,4
kia,suv,automatic_shift,x,11.2,265,3.3,6
nissan,other,continuously_variable,x,9.3,214,2,4
lexus,compact,automatic_shift,z,12.7,289,5,8
audi,suv,automatic_shift,z,11.4,267,3,6
porsche,full_size,automated_manual,z,10.7,250,3,6
mazda,compact,automatic_shift,x,7.6,176,2.5,4
mini,compact,manual,z,7.5,172,1.6,4
bmw,compact,manual,z,13.7,321,4.4,8
bmw,compact,automated_manual,z,14.7,338,4.4,8
kia,van_wagon,automatic,x,9,209,2,4
kia,full_size,manual,x,8.4,193,2,4
dodge,full_size,automatic,z,12.9,302,6.4,8
mercedes_benz,compact,automatic,z,11.7,271,4,8
nissan,pickup,automatic,x,12.7,292,4,6
ford,suv,automatic_shift,x,11.9,274,2.7,6
cadillac,compact,automatic_shift,z,10.1,232,2,4
ford,two_seater,automated_manual,z,17.3,406,3.5,6
hyundai,mid_size,manual,x,7.8,184,1.6,4
mercedes_benz,compact,automatic,z,11.2,263,4,8
subaru,suv,continuously_variable,x,8.3,191,2.5,4
toyota,mid_size,manual,x,7.4,170,1.8,4
nissan,van_wagon,continuously_variable,x,8.2,189,1.6,4
toyota,mid_size,continuously_variable,x,7.1,163,1.8,4
mercedes_benz,van_wagon,automated_manual,z,8.3,192,2,4
lexus,compact,automatic_shift,z,9.7,221,2.5,6
mazda,mid_size,automatic_shift,x,7.2,166,2.5,4
gmc,pickup,automatic,x,12.5,288,4.3,6
toyota,suv,continuously_variable,x,6.7,158,2.5,4
hyundai,compact,automatic_shift,x,7.3,172,1.6,4
toyota,suv,automatic_shift,x,11.6,272,3.5,6
volkswagen,compact,manual,x,8.1,189,1.8,4
porsche,suv,automatic,z,10.4,248,2,4
ford,pickup,automatic,x,11.6,272,3.5,6
ford,pickup,automatic_shift,d,9.7,260,3,6
chevrolet,suv,automatic,x,13.3,306,5.3,8
volvo,compact,automatic_shift,z,9.9,231,2,4
hyundai,full_size,automatic_shift,x,12.2,278,3.8,6
bmw,mid_size,automatic_shift,z,9.4,219,3,6
lexus,suv,automatic_shift,z,9.9,231,2,4
porsche,compact,manual,z,11,257,3,6
cadillac,mid_size,automatic_shift,z,12.7,299,3.6,6
mercedes_benz,mid_size,automatic_shift,z,10.4,239,3,6
volkswagen,mid_size,automated_manual,x,10.4,242,3.6,6
ford,compact,automatic_shift,x,12.4,292,5,8
jaguar,suv,automatic_shift,z,12.9,303,5,8
ford,pickup,automatic_shift,e,17.4,288,5,8
chevrolet,suv,automatic,e,18.4,294,5.3,8
dodge,full_size,automatic,z,12.7,297,6.4,8
toyota,suv,automatic_shift,x,11.1,255,3.5,6
mazda,mid_size,automatic_shift,x,7.3,171,2.5,4
nissan,van_wagon,continuously_variable,x,11.1,255,3.5,6
gmc,pickup,automatic,e,17.8,295,5.3,8
chevrolet,pickup,automatic,e,17.5,315,5.3,8
dodge,full_size,automatic,x,11.6,271,3.6,6
gmc,pickup,automatic,x,11.7,275,2.7,4
dodge,suv,automatic,x,12.4,292,3.6,6
chevrolet,suv,manual,x,8.1,190,1.4,4
dodge,full_size,automatic,z,13.8,317,6.4,8
bmw,compact,automated_manual,z,14.7,344,4.4,8
gmc,suv,automatic,x,13.2,310,5.3,8
porsche,compact,manual,z,10.4,243,3,6
dodge,suv,automatic,x,11.3,265,3.6,6
nissan,pickup,automatic,x,12.3,290,2.5,4
jaguar,two_seater,automatic_shift,z,10.4,242,3,6
nissan,two_seater,manual,z,11.5,269,3.7,6
lexus,suv,continuously_variable,x,7.5,176,2.5,4
mazda,suv,automatic_shift,x,10.4,242,2.5,4
hyundai,compact,automated_manual,x,7.6,180,1.6,4
toyota,suv,automatic_shift,x,8.2,194,2.5,4
bmw,compact,automatic_shift,z,12.1,283,4.4,8
mazda,suv,automatic_shift,x,8.9,205,2.5,4
dodge,full_size,automatic,e,14.8,237,3.6,6
toyota,pickup,automatic_shift,x,11.2,261,2.7,4
lexus,mid_size,automatic_shift,z,12.9,297,4.6,8
nissan,van_wagon,continuously_variable,z,8.8,208,1.6,4
porsche,suv,automatic,z,12.6,296,3.6,6
porsche,full_size,automated_manual,z,12.7,294,4.8,8
porsche,compact,automated_manual,z,11.9,274,3.8,6
cadillac,suv,automatic,z,14.2,333,6.2,8
porsche,compact,manual,z,11.2,260,3,6
toyota,suv,automatic_shift,x,12.7,297,4,6
toyota,mid_size,automatic_shift,x,6.8,164,2.5,4
toyota,compact,continuously_variable,x,8.2,189,2,4
subaru,mid_size,manual,x,9.9,228,2.5,4
bmw,compact,manual,z,13.8,324,4.4,8
nissan,compact,automated_manual,z,12.6,294,3.8,6
