category,avg_rating,number_ratings,enrollment,last_updated,lectures,duration,cost,discount,inst_rating,inst_review,inst_student
teaching_academics,4.6,658.0,3693.0,20.0,86.0,606.0,149.99,88.0,4.5,3449.0,16670.0
development,4.4,3188.0,14680.0,20.0,20.0,149.0,16.99,87.0,4.5,288507.0,988948.0
it_software,4.2,895.0,7300.0,18.0,238.0,1164.0,21.99,92.0,4.3,5497.0,84637.0
development,4.5,2238.0,9624.0,20.0,76.0,282.0,20.99,88.0,4.5,2238.0,9624.0
it_software,4.7,1560.0,41937.0,20.0,71.0,459.0,16.990340000000003,88.0,4.6,74745.0,517844.0
business,4.5,2553.0,7639.0,20.0,358.0,2183.0,69.99,90.0,4.5,3406.0,11577.0
development,4.6,2382.0,26386.0,20.0,81.0,577.0,21.99,32.0,4.6,100829.0,404454.0
it_software,4.7,898.0,5797.0,20.0,74.0,489.0,16.99,84.0,4.5,12682.0,48455.0
development,4.6,632.0,6557.0,20.0,296.0,1320.0,21.99,84.0,4.7,13999.0,64522.0
it_software,4.4,334.0,1833.0,20.0,52.0,216.0,17.990650000000002,82.0,4.5,2882.0,10325.0
teaching_academics,4.1,780.0,4008.0,20.0,18.0,174.0,17.99,80.0,4.2,20401.0,226981.0
it_software,2.5,205.0,570.0,20.0,87.0,354.0,17.990650000000002,89.0,3.3,409.0,2447.0
it_software,4.3,451.0,2259.0,20.0,49.0,535.0,16.99,80.0,4.3,1813.0,7953.0
office_productivity,3.7,701.0,2549.0,18.0,28.0,186.0,23.99,69.0,3.9,1538.0,5406.0
it_software,4.5,785.0,8264.0,20.0,35.0,187.0,16.990340000000003,32.0,4.6,100190.0,314001.0
personal_development,4.6,1640.0,6430.0,20.0,68.0,204.0,16.99,55.0,4.6,1711.0,6535.0
development,4.6,5928.0,22534.0,18.0,112.0,463.0,16.99,90.0,4.5,8190.0,50872.0
design,4.1,147.0,859.0,20.0,137.0,1520.0,19.99,77.0,4.3,2259.0,6611.0
design,4.6,5876.0,21990.0,20.0,69.0,350.0,16.99,69.0,4.5,30369.0,160204.0
business,4.6,4262.0,23525.0,20.0,66.0,186.0,24.99,89.0,4.5,15417.0,69511.0
development,4.5,2088.0,30027.0,20.0,492.0,2557.0,21.99,79.0,4.2,8605.0,287984.0
marketing,4.2,3625.0,25389.0,20.0,28.0,319.0,16.99,80.0,4.4,13515.0,163135.0
marketing,4.2,2309.0,30634.0,18.0,55.0,389.0,17.99,90.0,4.3,12006.0,105126.0
development,4.5,661.0,4278.0,20.0,135.0,704.0,16.99,51.0,4.5,661.0,4278.0
marketing,3.9,244.0,1014.0,19.0,173.0,502.0,19.99,90.0,4.0,789.0,35044.0
it_software,4.5,89.0,958.0,20.0,87.0,1287.0,44.99,92.0,4.7,12500.0,31232.0
business,4.3,666.0,6655.0,20.0,369.0,3229.0,32.99,88.0,4.6,63201.0,251388.0
design,4.7,472.0,3703.0,20.0,207.0,1173.0,17.99,84.0,4.5,1470.0,7310.0
marketing,4.5,54.0,196.0,20.0,75.0,348.0,21.99,81.0,4.6,77.0,269.0
development,4.4,1920.0,16134.0,20.0,285.0,1222.0,21.99189,84.0,4.3,3637.0,61990.0
it_software,4.5,2592.0,25959.0,16.0,132.0,682.0,20.99,58.0,4.5,92301.0,476080.0
development,4.4,12724.0,66098.0,20.0,113.0,1322.0,23.99,87.0,4.5,398275.0,1800455.0
it_software,4.4,625.0,4862.0,19.0,90.0,374.0,20.991580000000003,91.0,4.4,1672.0,30522.0
it_software,4.5,471.0,4905.0,20.0,81.0,742.0,16.99,43.0,4.5,6146.0,42282.0
development,4.3,387.0,1779.0,20.0,100.0,2063.0,21.99,32.0,4.2,12425.0,178256.0
it_software,4.7,1984.0,7071.0,20.0,140.0,751.0,20.991580000000003,69.0,4.5,119842.0,393060.0
teaching_academics,4.2,288.0,1206.0,20.0,232.0,912.0,21.99,90.0,4.1,1273.0,4359.0
development,4.4,368.0,1802.0,20.0,140.0,676.0,23.992510000000003,84.0,4.2,2407.0,33068.0
business,4.5,2077.0,11400.0,20.0,52.0,312.0,16.99,92.0,4.4,7952.0,90947.0
design,4.6,879.0,4618.0,19.0,19.0,307.0,16.99,60.0,4.6,1814.0,7640.0
business,4.5,1077.0,6249.0,20.0,97.0,932.0,28.99,87.0,4.5,26464.0,140740.0
design,4.5,15305.0,65721.0,15.0,28.0,224.0,16.99,89.0,4.5,21876.0,104580.0
personal_development,4.3,564.0,2237.0,16.0,32.0,105.0,17.99,88.0,4.3,564.0,2237.0
it_software,4.7,29926.0,72659.0,20.0,37.0,153.0,19.991270000000004,82.0,4.6,100190.0,314001.0
business,4.5,1371.0,7325.0,19.0,128.0,1003.0,20.99,92.0,4.5,26337.0,93654.0
it_software,4.2,298.0,2641.0,20.0,171.0,977.0,19.99,90.0,4.3,3659.0,12068.0
it_software,4.4,8020.0,23948.0,20.0,180.0,884.0,20.99,88.0,4.4,15041.0,51427.0
development,4.6,17275.0,94267.0,20.0,151.0,763.0,17.990650000000002,88.0,4.6,273722.0,1176640.0
development,4.1,982.0,5282.0,20.0,115.0,796.0,23.992510000000003,85.0,4.6,4013.0,19870.0
design,4.0,1127.0,6014.0,19.0,93.0,419.0,17.99,30.0,4.2,1543.0,9870.0
it_software,4.6,5173.0,33139.0,20.0,149.0,843.0,17.990650000000002,88.0,4.5,89865.0,405914.0
it_software,3.5,584.0,3294.0,17.0,189.0,1607.0,34.99,87.0,3.9,2699.0,35009.0
it_software,4.8,326.0,1732.0,20.0,277.0,1079.0,16.99,88.0,4.6,74745.0,517994.0
it_software,4.2,594.0,5140.0,20.0,129.0,1088.0,19.99,90.0,4.1,8696.0,59170.0
design,4.2,749.0,5097.0,18.0,21.0,71.0,16.99,38.0,4.3,9255.0,86452.0
it_software,4.4,37961.0,195369.0,16.0,21.0,105.0,16.99,92.0,4.5,255212.0,681025.0
office_productivity,4.4,716.0,5774.0,17.0,82.0,664.0,16.99,83.0,4.4,15677.0,71088.0
business,4.5,2579.0,13611.0,20.0,46.0,1365.0,16.99,84.0,4.4,22226.0,80709.0
design,4.6,589.0,4286.0,19.0,283.0,1227.0,23.99,90.0,4.6,1121.0,7732.0
personal_development,4.7,398.0,3828.0,20.0,79.0,588.0,21.99,83.0,4.6,1127.0,6453.0
business,4.5,923.0,5931.0,19.0,32.0,153.0,19.99,89.0,4.5,923.0,5931.0
business,4.3,192.0,1687.0,16.0,46.0,493.0,19.99,90.0,3.7,569.0,6827.0
personal_development,4.4,1527.0,6522.0,20.0,40.0,216.0,28.99,89.0,4.4,1527.0,6524.0
marketing,4.5,6895.0,74213.0,20.0,374.0,2945.0,54.99,88.0,4.4,66705.0,546069.0
marketing,4.4,1966.0,9442.0,20.0,36.0,167.0,17.99,69.0,4.4,2253.0,10613.0
office_productivity,4.6,170677.0,548491.0,20.0,87.0,433.0,17.99,82.0,4.6,214436.0,707746.0
business,4.5,2717.0,17735.0,18.0,98.0,431.0,21.99,67.0,4.6,8745.0,29901.0
it_software,4.6,1700.0,7418.0,20.0,46.0,341.0,16.99,90.0,4.5,23032.0,113804.0
it_software,4.7,2664.0,10551.0,20.0,26.0,307.0,16.99,73.0,4.6,20130.0,92136.0
development,3.9,241.0,1651.0,19.0,97.0,875.0,16.99,74.0,3.9,86364.0,1205315.0
personal_development,4.6,2107.0,10669.0,17.0,139.0,384.0,16.99,92.0,4.6,26035.0,130950.0
business,4.5,899.0,6001.0,20.0,238.0,2407.0,21.99,88.0,4.5,899.0,6000.0
it_software,4.4,16574.0,100156.0,20.0,61.0,374.0,16.990340000000003,84.0,4.5,21164.0,231792.0
development,4.6,4109.0,25824.0,20.0,212.0,732.0,17.99,89.0,4.6,6447.0,53034.0
development,4.4,1354.0,8974.0,20.0,172.0,1357.0,16.990340000000003,89.0,4.4,21931.0,86103.0
it_software,4.3,2592.0,14040.0,20.0,57.0,1841.0,21.99189,87.0,4.4,13811.0,59727.0
it_software,4.6,1355.0,7746.0,18.0,515.0,933.0,19.991270000000004,43.0,4.7,7860.0,59064.0
development,4.8,1641.0,19149.0,20.0,70.0,648.0,16.990340000000003,87.0,4.7,13999.0,64522.0
development,4.4,3916.0,20768.0,20.0,48.0,393.0,34.99,89.0,4.6,31457.0,126576.0
development,4.7,453.0,2676.0,20.0,70.0,310.0,20.99,62.0,4.6,2919.0,46667.0
development,4.4,4448.0,18685.0,19.0,122.0,899.0,20.99,84.0,4.3,5565.0,31132.0
personal_development,4.4,1318.0,21207.0,18.0,48.0,219.0,21.99,88.0,4.3,6026.0,108998.0
design,4.1,218.0,1266.0,18.0,71.0,300.0,21.99,89.0,4.0,252.0,1334.0
personal_development,4.5,4935.0,31418.0,20.0,33.0,185.0,19.99,88.0,4.6,7138.0,43185.0
business,4.4,1596.0,10664.0,15.0,68.0,384.0,21.99,90.0,4.4,18947.0,60738.0
it_software,4.5,916.0,6950.0,17.0,183.0,1196.0,20.99,85.0,4.4,21931.0,86103.0
teaching_academics,4.4,373.0,2348.0,20.0,32.0,409.0,16.99,73.0,4.4,373.0,2348.0
it_software,4.1,626.0,3674.0,19.0,145.0,643.0,43.99,84.0,4.1,47720.0,626911.0
it_software,4.4,2714.0,15005.0,19.0,55.0,640.0,69.99,51.0,4.5,26464.0,140716.0
teaching_academics,4.7,570.0,4657.0,20.0,132.0,571.0,19.99,32.0,4.6,1691.0,22416.0
personal_development,4.3,3233.0,94321.0,20.0,41.0,150.0,17.99,69.0,4.5,245360.0,2011894.0
office_productivity,4.3,1172.0,5381.0,16.0,240.0,1378.0,19.99,64.0,4.3,1172.0,5381.0
development,3.9,638.0,3554.0,19.0,270.0,897.0,99.99,89.0,3.8,825.0,4504.0
design,4.5,542.0,3509.0,19.0,28.0,201.0,23.99,90.0,4.5,2777.0,39888.0
development,4.7,5945.0,27059.0,20.0,490.0,2437.0,17.990650000000002,32.0,4.7,165671.0,562326.0
it_software,4.5,14463.0,68637.0,20.0,123.0,1336.0,17.99,87.0,4.5,92301.0,476330.0
personal_development,4.3,1312.0,10372.0,20.0,25.0,134.0,16.99,72.0,4.5,43931.0,179413.0
development,4.6,957.0,8985.0,20.0,82.0,517.0,21.99,90.0,4.5,3789.0,40491.0
personal_development,4.2,437.0,2713.0,15.0,117.0,768.0,19.99,90.0,4.3,471.0,2829.0
personal_development,4.6,5054.0,24975.0,19.0,16.0,251.0,16.99,88.0,4.6,8347.0,60642.0
development,4.8,2885.0,18923.0,20.0,87.0,575.0,27.993750000000002,73.0,4.6,258820.0,670953.0
it_software,4.4,2359.0,13017.0,20.0,54.0,313.0,25.99,89.0,4.4,2359.0,13017.0
development,4.1,914.0,6869.0,20.0,29.0,159.0,17.99,32.0,4.2,1898.0,33589.0
marketing,4.5,202.0,2966.0,20.0,44.0,1664.0,16.99,77.0,4.5,1507.0,36872.0
business,4.0,500.0,2039.0,20.0,40.0,218.0,25.99,90.0,4.1,626.0,5601.0
personal_development,4.4,3806.0,22786.0,19.0,601.0,1870.0,19.99,69.0,4.5,18596.0,95427.0
development,4.7,17395.0,62042.0,20.0,474.0,2965.0,23.992510000000003,89.0,4.7,82363.0,300927.0
development,4.5,504.0,1747.0,18.0,604.0,3863.0,23.99,80.0,4.6,4013.0,19863.0
development,4.5,38898.0,126436.0,18.0,87.0,324.0,24.99,85.0,4.5,193164.0,454193.0
marketing,4.4,421.0,3127.0,16.0,9.0,198.0,17.99,84.0,4.4,421.0,3127.0
development,4.7,1597.0,11129.0,18.0,162.0,635.0,21.99189,78.0,4.7,165670.0,562565.0
personal_development,4.6,2521.0,14274.0,18.0,106.0,779.0,21.99,67.0,4.6,34255.0,299955.0
development,4.3,996.0,8197.0,19.0,120.0,1749.0,49.99,67.0,3.9,1375.0,23733.0
business,4.5,347.0,1025.0,20.0,16.0,95.0,19.99,84.0,4.4,352.0,1033.0
business,4.1,812.0,8129.0,20.0,124.0,472.0,16.99,86.0,3.9,4868.0,61599.0
design,4.5,492.0,3223.0,20.0,121.0,1155.0,19.99,64.0,4.5,21728.0,147717.0
business,4.5,7086.0,23446.0,20.0,35.0,358.0,19.99,88.0,4.6,13506.0,54276.0
it_software,4.6,1011.0,3373.0,17.0,107.0,914.0,21.99189,92.0,4.7,1708.0,5417.0
it_software,4.4,4845.0,20447.0,20.0,45.0,310.0,16.99,86.0,4.5,46162.0,130144.0
it_software,2.6,47.0,338.0,20.0,48.0,221.0,16.99,89.0,2.6,47.0,353.0
personal_development,4.4,3337.0,44018.0,17.0,137.0,291.0,21.99,87.0,4.4,4122.0,114993.0
office_productivity,4.5,14952.0,101437.0,20.0,111.0,383.0,19.99,77.0,4.5,42533.0,307830.0
it_software,4.3,2470.0,12931.0,17.0,40.0,141.0,16.990340000000003,83.0,4.2,6376.0,103739.0
business,4.6,375.0,2233.0,20.0,38.0,214.0,16.99,90.0,4.5,2202.0,10968.0
development,4.7,1736.0,10020.0,20.0,270.0,1385.0,21.99,60.0,4.7,165670.0,562565.0
marketing,4.3,2403.0,16151.0,19.0,86.0,315.0,19.99,88.0,4.4,46748.0,340215.0
design,4.8,1439.0,7474.0,20.0,45.0,276.0,17.99,64.0,4.7,2357.0,22984.0
development,4.5,2583.0,9108.0,18.0,35.0,248.0,16.99,79.0,4.5,14112.0,186694.0
business,4.8,1091.0,6217.0,20.0,131.0,717.0,19.99,48.0,4.7,11423.0,31593.0
personal_development,4.8,580.0,7907.0,19.0,66.0,378.0,16.99,91.0,4.7,28856.0,110318.0
development,4.0,449.0,2281.0,20.0,113.0,864.0,19.991270000000004,80.0,4.2,2887.0,57487.0
development,4.3,2621.0,20170.0,20.0,94.0,493.0,16.990340000000003,77.0,4.5,357769.0,1675338.0
business,4.5,1168.0,5276.0,16.0,114.0,916.0,17.99,32.0,4.5,1168.0,5276.0
personal_development,4.6,1466.0,12487.0,16.0,29.0,150.0,19.99,77.0,4.5,9080.0,153929.0
teaching_academics,4.6,1075.0,14450.0,20.0,127.0,1432.0,16.99,62.0,4.5,14266.0,56908.0
business,4.3,2582.0,19303.0,20.0,42.0,239.0,16.99,89.0,4.4,46748.0,340215.0
business,4.5,4587.0,15924.0,20.0,331.0,1020.0,20.99,89.0,4.5,26337.0,93654.0
business,4.2,368.0,1607.0,20.0,100.0,803.0,29.99,76.0,4.1,4681.0,24133.0
teaching_academics,4.3,1257.0,14912.0,14.0,25.0,121.0,17.99,84.0,4.3,7145.0,122300.0
development,4.5,4884.0,19894.0,20.0,89.0,579.0,21.99,48.0,4.5,42185.0,211255.0
business,4.6,854.0,1192.0,20.0,38.0,94.0,16.99,88.0,4.4,938.0,1642.0
personal_development,4.5,298.0,1406.0,18.0,30.0,105.0,16.99,89.0,4.5,2670.0,7609.0
it_software,4.6,1955.0,11696.0,18.0,76.0,346.0,16.990340000000003,78.0,4.6,23126.0,153397.0
development,4.5,242.0,4613.0,20.0,44.0,348.0,16.99,92.0,4.5,3230.0,36360.0
development,4.7,445.0,2814.0,19.0,277.0,2490.0,25.99,80.0,4.5,3359.0,65545.0
it_software,4.4,1053.0,4992.0,20.0,84.0,507.0,19.99,84.0,4.5,3416.0,73312.0
development,4.6,2655.0,13312.0,20.0,100.0,595.0,16.99,84.0,4.5,193164.0,454193.0
business,4.4,3761.0,16524.0,20.0,23.0,95.0,16.99,86.0,4.4,7342.0,33097.0
it_software,4.2,241.0,764.0,20.0,84.0,284.0,44.99,79.0,4.3,811.0,2854.0
business,4.5,24135.0,84424.0,20.0,46.0,260.0,19.99,88.0,4.5,61441.0,190125.0
it_software,4.5,7588.0,46659.0,20.0,43.0,421.0,16.99,58.0,4.4,40062.0,218934.0
it_software,4.6,9176.0,107867.0,20.0,161.0,1672.0,21.99,51.0,4.5,49411.0,216369.0
business,4.2,875.0,4903.0,20.0,72.0,577.0,16.99,81.0,4.4,80108.0,271227.0
personal_development,4.3,544.0,2702.0,20.0,344.0,4219.0,23.99,32.0,4.5,3056.0,42830.0
development,4.5,840.0,4392.0,19.0,75.0,1000.0,21.99,92.0,4.5,3172.0,14888.0
design,4.2,780.0,3968.0,19.0,106.0,2031.0,23.99,83.0,4.1,2500.0,45950.0
business,4.3,1017.0,5442.0,20.0,422.0,1932.0,17.99,83.0,4.3,6636.0,35334.0
development,4.4,1435.0,10435.0,20.0,37.0,243.0,20.99,88.0,4.5,89865.0,405845.0
it_software,4.5,2278.0,14939.0,20.0,110.0,1491.0,20.99,89.0,4.5,19007.0,52032.0
design,4.5,2909.0,12964.0,20.0,54.0,255.0,16.99,88.0,4.3,113570.0,1204639.0
business,4.6,54974.0,160426.0,20.0,14.0,116.0,16.99,81.0,4.5,119842.0,393060.0
business,4.5,987.0,6852.0,20.0,84.0,478.0,21.99,84.0,4.5,61441.0,190125.0
development,4.7,5896.0,21399.0,19.0,35.0,126.0,17.990650000000002,92.0,4.7,87085.0,224428.0
development,3.8,184.0,1153.0,18.0,30.0,163.0,19.99,60.0,3.7,2953.0,51211.0
development,4.4,3445.0,15958.0,19.0,111.0,846.0,24.99,92.0,4.4,16470.0,78878.0
teaching_academics,4.2,1716.0,21189.0,18.0,5.0,91.0,49.99,60.0,4.3,20660.0,130929.0
it_software,4.4,2702.0,16438.0,17.0,63.0,722.0,16.99,43.0,4.3,7547.0,44928.0
it_software,4.6,12769.0,41436.0,18.0,61.0,318.0,24.99282,88.0,4.6,63201.0,251388.0
development,4.6,11256.0,42302.0,20.0,69.0,267.0,16.99,79.0,4.5,357769.0,1675338.0
development,4.2,440.0,3278.0,20.0,116.0,476.0,16.99,58.0,4.2,440.0,11008.0
it_software,3.8,175.0,1502.0,19.0,51.0,328.0,28.994060000000005,75.0,4.2,1230.0,7868.0
it_software,4.4,2520.0,8539.0,20.0,55.0,632.0,16.99,79.0,4.3,113570.0,1204639.0
development,4.4,9457.0,322013.0,20.0,42.0,364.0,21.99189,89.0,4.2,49049.0,999253.0
business,4.1,1167.0,3827.0,20.0,42.0,331.0,16.99,89.0,4.1,1772.0,6328.0
it_software,3.9,112.0,427.0,20.0,86.0,390.0,19.991270000000004,88.0,4.2,884.0,9398.0
business,4.6,1191.0,7512.0,18.0,81.0,464.0,19.99,77.0,4.6,9398.0,61540.0
office_productivity,4.7,37644.0,180183.0,20.0,63.0,211.0,19.99,92.0,4.6,119619.0,376397.0
development,4.8,3461.0,12788.0,20.0,259.0,1934.0,51.99,92.0,4.8,9493.0,38555.0
design,4.3,3480.0,25451.0,20.0,110.0,1169.0,19.99,92.0,4.5,11782.0,75256.0
development,4.0,696.0,4353.0,17.0,34.0,103.0,16.990340000000003,32.0,4.3,1629.0,46859.0
it_software,4.4,3220.0,16749.0,20.0,62.0,371.0,16.99,92.0,4.4,112580.0,556435.0
business,4.2,1107.0,3864.0,20.0,78.0,431.0,17.99,91.0,4.2,1591.0,5964.0
personal_development,4.7,3057.0,10028.0,20.0,57.0,620.0,19.99,87.0,4.7,3057.0,10050.0
it_software,4.4,235.0,1323.0,20.0,90.0,801.0,21.99,80.0,4.5,2006.0,8487.0
it_software,3.8,730.0,3730.0,19.0,459.0,1752.0,21.99,92.0,3.8,894.0,6146.0
development,4.6,41908.0,192725.0,20.0,104.0,756.0,16.990340000000003,88.0,4.6,45451.0,201163.0
development,4.2,175.0,1577.0,20.0,33.0,420.0,16.99,90.0,4.1,302.0,2492.0
it_software,4.6,274.0,1888.0,18.0,131.0,833.0,16.99,79.0,4.5,23032.0,113804.0
development,4.5,43269.0,198730.0,20.0,282.0,1521.0,20.99,87.0,4.5,57233.0,304133.0
development,4.4,21706.0,86653.0,19.0,74.0,230.0,20.991580000000003,85.0,4.5,193164.0,454107.0
business,4.7,14415.0,75531.0,20.0,22.0,67.0,17.99,32.0,4.6,24576.0,160587.0
development,4.5,7240.0,40277.0,19.0,65.0,231.0,21.99189,30.0,4.5,462859.0,1573740.0
business,4.6,688.0,6579.0,19.0,90.0,420.0,16.99,88.0,4.5,31660.0,123073.0
business,4.5,6913.0,28145.0,20.0,267.0,1964.0,69.99,92.0,4.5,24804.0,89874.0
development,4.5,2910.0,16595.0,20.0,94.0,1222.0,16.990340000000003,92.0,4.5,4303.0,24125.0
teaching_academics,4.4,1177.0,4255.0,20.0,226.0,1201.0,21.99,88.0,4.4,16852.0,53475.0
development,4.4,1861.0,8997.0,19.0,74.0,512.0,17.99,65.0,4.4,25512.0,209772.0
business,4.5,5899.0,26454.0,20.0,48.0,558.0,23.99,76.0,4.5,7662.0,31923.0
development,4.2,382.0,1971.0,20.0,95.0,717.0,44.99,92.0,4.2,1015.0,3939.0
it_software,4.2,2123.0,10584.0,20.0,75.0,274.0,16.990340000000003,30.0,4.5,46162.0,130144.0
development,4.6,92640.0,309943.0,20.0,181.0,967.0,16.990340000000003,92.0,4.6,273722.0,1176351.0
development,4.8,1641.0,19149.0,18.0,34.0,198.0,21.99189,32.0,4.7,13999.0,64522.0
business,4.6,70.0,241.0,20.0,165.0,1218.0,16.99,87.0,4.5,73.0,249.0
it_software,3.3,352.0,12249.0,19.0,41.0,167.0,16.990340000000003,89.0,3.3,973.0,44257.0
development,4.4,11642.0,84754.0,20.0,145.0,570.0,21.99,90.0,4.4,112580.0,556435.0
it_software,4.1,792.0,4533.0,19.0,16.0,175.0,16.99,86.0,4.1,2558.0,54714.0
design,4.4,890.0,13958.0,20.0,94.0,225.0,21.99,85.0,4.5,21213.0,182894.0
business,4.4,1419.0,4536.0,20.0,28.0,224.0,16.99,91.0,4.4,1419.0,4536.0
it_software,4.6,1861.0,16683.0,20.0,19.0,89.0,38.99,88.0,4.6,23126.0,153397.0
design,4.4,3433.0,18214.0,19.0,67.0,433.0,16.99,90.0,4.5,11782.0,75256.0
business,4.8,335.0,1822.0,18.0,50.0,307.0,21.99,86.0,4.7,11423.0,31593.0
teaching_academics,4.4,835.0,4529.0,14.0,32.0,115.0,16.99,89.0,4.4,1012.0,5705.0
it_software,4.8,451.0,9728.0,20.0,84.0,630.0,29.99,89.0,4.6,3791.0,22697.0
teaching_academics,4.4,2243.0,14545.0,20.0,178.0,375.0,16.99,88.0,4.5,10353.0,85070.0
development,4.4,1364.0,7949.0,19.0,152.0,1296.0,17.99,78.0,4.4,2128.0,15539.0
personal_development,4.6,1272.0,11339.0,20.0,159.0,1078.0,16.99,92.0,4.4,15736.0,198635.0
development,4.6,1289.0,9007.0,20.0,71.0,302.0,17.99,88.0,4.6,3176.0,20668.0
development,4.7,41676.0,140591.0,19.0,43.0,375.0,16.990340000000003,80.0,4.6,509993.0,1193050.0
business,4.4,2687.0,9543.0,20.0,600.0,1747.0,16.99,92.0,4.4,3761.0,23193.0
design,4.5,2752.0,29466.0,19.0,86.0,529.0,16.99,88.0,4.5,21213.0,182894.0
it_software,4.6,5270.0,24473.0,20.0,24.0,242.0,17.990650000000002,89.0,4.6,26306.0,147516.0
personal_development,4.0,221.0,1032.0,20.0,76.0,540.0,23.99,91.0,4.4,6123.0,23132.0
development,4.5,1458.0,10728.0,19.0,50.0,226.0,16.99,86.0,4.5,57233.0,304133.0
marketing,4.5,11473.0,76158.0,20.0,29.0,318.0,16.99,78.0,4.4,170633.0,918295.0
development,4.6,7223.0,31666.0,20.0,117.0,545.0,21.99,69.0,4.6,70726.0,390476.0
it_software,4.2,998.0,5293.0,20.0,72.0,1121.0,16.99,85.0,4.3,113570.0,1204639.0
personal_development,4.8,1428.0,6787.0,20.0,9.0,64.0,16.99,89.0,4.7,28856.0,110341.0
business,4.6,5052.0,18495.0,19.0,29.0,148.0,27.99,91.0,4.5,339446.0,1161819.0
business,4.4,1271.0,4821.0,20.0,36.0,273.0,21.99,86.0,4.4,1408.0,6429.0
development,4.4,1677.0,9505.0,20.0,142.0,472.0,21.99189,92.0,4.5,26337.0,93638.0
personal_development,4.6,451.0,15896.0,20.0,29.0,68.0,16.99,90.0,4.5,43931.0,179413.0
development,3.9,1001.0,4227.0,18.0,98.0,643.0,19.991270000000004,80.0,4.0,52857.0,324758.0
personal_development,4.8,721.0,8060.0,20.0,107.0,495.0,20.99,86.0,4.7,17768.0,63356.0
business,4.6,347.0,2833.0,19.0,331.0,951.0,199.99,92.0,4.6,347.0,2833.0
development,4.3,457.0,1968.0,13.0,31.0,195.0,16.99,69.0,4.2,1170.0,6132.0
business,4.6,525.0,5674.0,19.0,186.0,1094.0,21.99,32.0,4.6,8745.0,29901.0
design,4.4,1769.0,6896.0,18.0,39.0,193.0,24.99,67.0,4.4,2091.0,8431.0
business,4.6,461.0,2429.0,20.0,15.0,64.0,16.99,83.0,4.6,461.0,2431.0
personal_development,4.3,261.0,782.0,20.0,80.0,552.0,16.99,89.0,4.4,689.0,2510.0
business,4.3,4264.0,26454.0,19.0,7.0,73.0,49.99,92.0,4.3,24761.0,133601.0
development,4.6,18084.0,87425.0,20.0,82.0,617.0,39.99,74.0,4.6,509993.0,1193050.0
development,4.3,1632.0,13502.0,20.0,147.0,1035.0,19.991270000000004,32.0,4.2,2407.0,33064.0
it_software,4.4,1018.0,3443.0,20.0,43.0,316.0,16.99,32.0,4.3,3659.0,12068.0
business,4.5,1815.0,56992.0,20.0,19.0,69.0,74.99,90.0,4.4,66705.0,546015.0
personal_development,4.6,771.0,5353.0,18.0,67.0,315.0,23.99,67.0,4.5,1577.0,10326.0
design,4.3,368.0,1128.0,20.0,104.0,673.0,16.99,91.0,4.3,1100.0,3063.0
teaching_academics,4.8,228.0,896.0,19.0,24.0,124.0,16.99,89.0,4.4,2985.0,24588.0
development,4.4,8697.0,39852.0,20.0,34.0,152.0,21.99189,92.0,4.5,193164.0,454193.0
design,4.4,1372.0,7225.0,20.0,141.0,984.0,19.99,66.0,4.3,9255.0,86452.0
it_software,4.3,934.0,10057.0,19.0,84.0,630.0,29.99,32.0,4.6,100190.0,314001.0
design,4.6,1851.0,13973.0,19.0,27.0,48.0,16.99,86.0,4.6,38752.0,163098.0
development,4.5,104.0,1288.0,19.0,464.0,3726.0,16.99,67.0,4.6,789.0,36255.0
it_software,4.6,72.0,361.0,20.0,36.0,80.0,19.991270000000004,92.0,4.0,72.0,700.0
design,4.5,1281.0,6772.0,20.0,37.0,170.0,17.99,58.0,4.6,4010.0,20307.0
design,4.5,832.0,3328.0,19.0,42.0,347.0,16.99,88.0,4.6,4461.0,27289.0
design,4.3,445.0,3031.0,20.0,68.0,240.0,16.99,51.0,4.5,1070.0,7112.0
it_software,4.3,3287.0,29383.0,20.0,277.0,2906.0,16.99,43.0,4.6,45368.0,278078.0
business,4.2,360.0,3108.0,20.0,43.0,126.0,19.99,89.0,4.0,506.0,4713.0
it_software,3.4,187.0,485.0,18.0,26.0,58.0,44.99,32.0,3.2,213.0,556.0
business,4.1,1974.0,15908.0,20.0,83.0,723.0,21.99,92.0,4.3,51924.0,228793.0
business,4.1,1171.0,4192.0,18.0,38.0,234.0,16.99,92.0,4.4,8668.0,37307.0
personal_development,4.5,1111.0,4409.0,19.0,81.0,510.0,17.99,88.0,4.4,6123.0,23132.0
design,4.6,16894.0,62895.0,20.0,66.0,249.0,16.99,88.0,4.6,30976.0,127890.0
development,4.5,750.0,6320.0,18.0,105.0,543.0,16.99,79.0,4.7,13999.0,64522.0
business,4.2,685.0,4379.0,20.0,12.0,84.0,149.99,88.0,4.5,5680.0,33639.0
personal_development,4.4,1023.0,5559.0,17.0,62.0,65.0,16.99,82.0,4.4,4638.0,22317.0
it_software,4.1,1034.0,4751.0,20.0,68.0,251.0,16.990340000000003,88.0,3.6,5422.0,68840.0
personal_development,4.4,6237.0,55892.0,20.0,32.0,197.0,16.99,32.0,4.5,245360.0,2011744.0
business,4.6,1609.0,12002.0,20.0,12.0,136.0,16.99,69.0,4.6,2124.0,14224.0
personal_development,4.4,308.0,1417.0,20.0,172.0,1350.0,31.99,32.0,4.5,2670.0,7612.0
